GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
3,648,TA,TA,Y,6,2007,WD,Normal,248000
2,583,TA,TA,Y,6,2009,WD,Normal,213250
1,367,TA,TA,Y,6,2007,WD,Normal,133000
2,426,TA,TA,Y,9,2006,New,Partial,179665
3,786,TA,TA,Y,2,2006,WD,Normal,229000
2,440,TA,TA,Y,5,2007,WD,Normal,210000
2,624,TA,TA,Y,4,2007,WD,Normal,129500
2,720,TA,TA,Y,6,2008,WD,Normal,125000
2,615,TA,TA,Y,11,2009,WD,Normal,263000
2,440,TA,TA,Y,10,2008,COD,Abnorml,140000
1,288,TA,TA,Y,6,2008,WD,Normal,112500
3,908,TA,TA,Y,7,2009,WD,Normal,255500
3,871,TA,TA,Y,8,2008,WD,Normal,284000
1,280,TA,TA,Y,8,2006,WD,Normal,113000
1,299,TA,TA,Y,5,2006,WD,Normal,141000
1,570,TA,TA,Y,9,2006,COD,Normal,108000
2,406,TA,TA,Y,8,2008,WD,Normal,175000
2,420,TA,TA,Y,10,2006,WD,Normal,234000
2,528,TA,TA,Y,5,2010,WD,Normal,121500
2,418,TA,TA,Y,4,2006,WD,Normal,170000
2,396,TA,TA,N,7,2008,WD,Normal,185000
2,590,TA,TA,Y,7,2006,WD,Normal,268000
1,216,TA,TA,Y,5,2010,WD,Normal,128000
3,656,TA,TA,Y,6,2008,WD,Normal,325000
2,532,TA,TA,Y,3,2010,WD,Normal,214000
2,612,Gd,TA,Y,9,2009,WD,Normal,316600
2,600,TA,TA,Y,12,2006,WD,Normal,135960
2,576,TA,TA,Y,11,2008,WD,Normal,142600
1,288,TA,TA,Y,10,2006,WD,Abnorml,120000
2,650,TA,TA,Y,7,2009,New,Partial,224500
2,400,TA,TA,Y,12,2007,WD,Normal,170000
1,288,TA,TA,Y,12,2007,WD,Normal,139000
1,336,TA,TA,Y,10,2008,COD,Abnorml,118500
1,216,TA,TA,Y,8,2009,WD,Normal,145000
2,564,TA,TA,Y,5,2006,WD,Abnorml,164500
2,540,TA,TA,Y,2,2008,WD,Abnorml,146000
1,352,Fa,TA,Y,11,2008,WD,Normal,131500
2,572,TA,TA,Y,6,2007,WD,Normal,181900
3,1390,TA,TA,Y,8,2009,New,Partial,253293
2,880,Gd,TA,Y,7,2008,WD,Normal,325000
1,240,TA,TA,Y,7,2009,WD,Normal,133000
3,880,TA,TA,Y,3,2006,New,Partial,369900
1,275,TA,TA,N,5,2008,WD,Normal,130000
2,528,TA,TA,Y,7,2009,WD,Normal,137000
1,452,TA,TA,Y,6,2009,WD,Partial,143000
1,308,TA,TA,P,8,2008,WD,Normal,79500
2,520,TA,TA,Y,9,2008,WD,Normal,185900
3,842,TA,TA,Y,6,2009,ConLI,Normal,451950
2,816,TA,TA,Y,6,2008,WD,Normal,138000
2,420,TA,TA,Y,5,2009,WD,Normal,140000
1,280,TA,TA,Y,4,2008,WD,Normal,110000
3,758,TA,TA,Y,8,2006,New,Partial,319000
1,216,TA,Fa,N,10,2006,WD,Normal,114504
3,648,TA,TA,Y,2,2007,New,Partial,194201
2,621,TA,TA,Y,3,2006,WD,Normal,217500
2,452,TA,TA,Y,7,2008,COD,Normal,151000
2,736,TA,TA,Y,6,2006,WD,Normal,275000
1,544,TA,TA,P,12,2007,WD,Normal,141000
2,506,TA,TA,Y,2,2006,WD,Abnorml,220000
2,480,TA,TA,Y,6,2010,WD,Normal,151000
2,530,TA,TA,Y,9,2008,WD,Normal,221000
2,486,TA,TA,Y,10,2009,WD,Normal,205000
2,576,TA,TA,Y,11,2009,WD,Normal,152000
1,230,TA,TA,Y,8,2006,WD,Normal,225000
2,380,TA,TA,Y,9,2007,WD,Alloca,359100
1,261,TA,TA,Y,4,2007,WD,Normal,118500
3,736,TA,TA,Y,5,2009,WD,Normal,313000
2,564,TA,TA,Y,7,2007,WD,Normal,148000
2,531,TA,TA,Y,11,2009,WD,Normal,261500
2,480,TA,TA,Y,5,2010,WD,Abnorml,137500
2,393,TA,TA,Y,6,2006,WD,Normal,183200
2,528,TA,TA,Y,6,2008,WD,Normal,105500
3,774,TA,TA,Y,7,2007,New,Partial,314813
3,749,TA,TA,Y,8,2008,WD,Normal,305000
2,624,TA,TA,Y,6,2008,WD,Normal,240000
2,484,TA,TA,Y,7,2009,WD,Normal,135000
2,440,TA,TA,Y,6,2007,WD,Normal,168500
2,484,TA,TA,Y,11,2006,WD,Normal,165150
2,440,TA,TA,Y,2,2010,WD,Normal,160000
1,286,TA,TA,Y,8,2007,WD,Normal,139900
1,364,TA,TA,Y,3,2010,WD,Normal,153000
2,504,TA,TA,Y,9,2007,WD,Family,135000
2,520,TA,TA,Y,6,2008,WD,Normal,168500
1,240,Fa,Po,N,6,2006,WD,Abnorml,124000
2,627,TA,TA,Y,8,2007,WD,Normal,209500
2,544,TA,TA,Y,4,2009,WD,Family,82500
1,260,TA,TA,Y,7,2007,WD,Normal,139400
2,576,TA,TA,Y,6,2010,WD,Normal,144000
1,256,TA,TA,Y,11,2009,WD,Normal,93000
3,648,TA,TA,Y,10,2006,New,Partial,264561
2,588,TA,TA,Y,4,2008,WD,Normal,274000
2,650,TA,TA,Y,5,2007,WD,Normal,226000
2,538,TA,TA,Y,7,2009,WD,Normal,345000
2,462,TA,TA,Y,4,2007,WD,Normal,152000
3,478,TA,TA,Y,10,2009,New,Partial,370878
2,576,TA,TA,Y,3,2007,WD,Normal,143250
2,495,TA,TA,Y,6,2008,WD,Normal,155000
2,442,TA,TA,Y,6,2010,WD,Normal,155000
1,296,Fa,Po,P,10,2009,WD,Normal,108000
2,512,TA,TA,Y,7,2009,WD,Normal,191000
1,216,TA,TA,Y,6,2008,WD,Normal,135000
3,839,TA,TA,Y,8,2008,WD,Normal,350000
1,264,TA,TA,Y,3,2010,WD,Family,88000
1,312,TA,TA,Y,8,2008,WD,Normal,145500
1,270,TA,TA,P,2,2008,WD,Normal,149000
1,330,TA,TA,Y,1,2010,WD,Abnorml,97500
2,480,TA,TA,Y,3,2009,WD,Normal,167000
2,550,TA,TA,Y,11,2007,WD,Normal,197900
3,711,TA,TA,Y,7,2009,WD,Normal,402000
2,576,TA,TA,Y,7,2009,WD,Normal,110000
2,588,TA,TA,Y,4,2008,WD,Normal,137500
3,1134,TA,TA,Y,1,2006,New,Partial,423000
2,504,TA,TA,Y,11,2006,WD,Normal,230500
2,596,TA,TA,Y,8,2007,WD,Abnorml,129000
2,575,TA,TA,Y,10,2008,WD,Normal,193500
2,576,TA,TA,Y,11,2006,WD,Normal,168000
1,252,TA,Fa,Y,7,2006,WD,Normal,137500
2,540,TA,TA,Y,2,2009,WD,Normal,173500
1,300,TA,TA,Y,7,2009,WD,Normal,103600
2,546,TA,TA,Y,6,2006,WD,Normal,165000
2,416,TA,TA,Y,6,2007,WD,Normal,257500
1,384,TA,TA,Y,7,2008,WD,Normal,140000
2,440,TA,TA,Y,4,2009,WD,Normal,148500
3,779,Fa,Fa,N,5,2006,WD,Normal,87000
1,240,Fa,Fa,N,5,2009,WD,Normal,109500
3,834,TA,TA,Y,7,2009,New,Partial,372500
2,572,TA,TA,Y,10,2007,WD,Normal,128500
1,264,TA,TA,Y,5,2010,WD,Normal,143000
1,281,TA,TA,Y,7,2009,WD,Abnorml,159434
2,431,TA,TA,Y,11,2008,WD,Normal,173000
3,702,TA,TA,Y,7,2007,WD,Normal,285000
2,486,TA,TA,Y,6,2010,WD,Normal,221000
2,577,TA,TA,Y,9,2007,WD,Normal,207500
2,578,TA,TA,Y,8,2007,New,Partial,227875
2,480,TA,TA,Y,3,2007,WD,Normal,148800
2,567,TA,TA,Y,10,2007,New,Partial,392000
2,460,TA,TA,Y,6,2007,WD,Normal,194700
2,420,TA,TA,Y,5,2008,WD,Normal,141000
3,832,TA,TA,Y,1,2007,WD,Normal,755000
2,628,TA,TA,Y,4,2006,WD,Normal,335000
1,326,TA,TA,Y,12,2006,WD,Abnorml,108480
2,576,TA,TA,Y,4,2009,WD,Normal,141500
2,551,TA,TA,Y,7,2006,WD,Normal,176000
1,205,TA,TA,Y,6,2006,WD,Normal,89000
1,308,TA,TA,Y,9,2006,WD,Normal,123500
1,336,TA,TA,Y,4,2010,WD,Normal,138500
2,530,TA,TA,Y,7,2008,WD,Normal,196000
3,765,TA,TA,Y,5,2006,WD,Normal,312500
2,528,TA,TA,Y,7,2006,COD,Normal,140000
3,666,TA,TA,Y,7,2006,New,Partial,361919
2,672,TA,TA,N,5,2010,WD,Normal,140000
2,606,TA,TA,Y,5,2010,WD,Normal,213000
2,739,TA,TA,Y,6,2007,WD,Normal,302000
2,550,TA,TA,Y,12,2009,WD,Normal,254000
2,400,TA,TA,Y,7,2007,New,Partial,179540
1,408,TA,TA,Y,12,2008,WD,Abnorml,109900
1,384,TA,TA,N,1,2010,WD,Abnorml,102776
2,472,TA,TA,Y,10,2008,WD,Normal,189000
2,576,TA,TA,Y,5,2006,WD,Normal,129000
2,475,TA,TA,Y,3,2010,WD,Normal,130500
2,478,TA,TA,Y,8,2009,WD,Normal,165000
2,704,TA,TA,P,7,2007,WD,Normal,159500
2,439,TA,TA,Y,11,2008,WD,Normal,157000
3,983,TA,TA,Y,8,2008,WD,Normal,341000
1,300,TA,TA,Y,5,2006,WD,Normal,128500
2,564,TA,TA,Y,12,2006,WD,Normal,275000
2,420,TA,TA,Y,5,2010,WD,Normal,143000
2,463,TA,TA,Y,7,2009,WD,Normal,124500
1,548,TA,TA,Y,5,2008,WD,Normal,135000
3,768,TA,TA,Y,2,2009,WD,Normal,320000
2,660,TA,TA,Y,11,2009,WD,Normal,120500
2,540,TA,TA,Y,12,2009,WD,Normal,222000
2,632,TA,TA,Y,2,2009,WD,Normal,194500
3,888,TA,TA,Y,7,2009,COD,Abnorml,110000
2,539,TA,TA,Y,1,2009,WD,Normal,103000
2,608,TA,TA,Y,3,2010,WD,Normal,236500
2,438,TA,TA,Y,5,2007,WD,Normal,187500
2,541,TA,TA,Y,7,2008,WD,Normal,222500
1,264,TA,TA,Y,3,2009,WD,Normal,131400
1,300,TA,TA,Y,5,2007,WD,Family,108000
2,320,TA,TA,N,10,2006,WD,Normal,163000
3,800,TA,TA,Y,6,2006,WD,Normal,239900
2,572,TA,TA,Y,4,2009,WD,Normal,190000
2,360,TA,Gd,Y,5,2007,WD,Abnorml,132000
1,288,TA,TA,Y,5,2008,WD,Normal,142000
2,539,TA,TA,Y,12,2007,WD,Normal,179000
2,480,TA,TA,Y,10,2009,WD,Normal,175000
2,462,TA,TA,Y,10,2008,WD,Normal,180000
2,831,TA,TA,Y,7,2008,WD,Normal,299800
2,554,TA,TA,Y,4,2009,WD,Normal,236000
4,864,TA,TA,N,5,2009,WD,Normal,265979
2,527,TA,TA,Y,3,2010,WD,Normal,260400
2,400,TA,TA,Y,8,2007,WD,Normal,162000
2,576,TA,TA,Y,7,2006,WD,Normal,217000
3,878,TA,TA,Y,3,2006,WD,Normal,275500
2,440,TA,TA,Y,7,2009,WD,Normal,156000
2,440,TA,TA,Y,3,2009,WD,Normal,172500
2,578,TA,TA,Y,4,2009,WD,Normal,212000
2,440,TA,TA,Y,4,2010,WD,Abnorml,158900
2,440,TA,TA,Y,8,2008,WD,Normal,179400
3,752,TA,TA,Y,11,2007,WD,Normal,290000
1,300,Ex,Ex,Y,10,2009,WD,Normal,127500
2,440,TA,TA,Y,10,2009,WD,Normal,100000
2,614,TA,TA,Y,6,2010,Con,Normal,215200
3,856,TA,TA,Y,7,2009,WD,Normal,337000
2,481,TA,TA,Y,4,2006,WD,Normal,270000
2,592,TA,TA,Y,8,2008,New,Partial,264132
2,496,TA,TA,Y,3,2010,WD,Normal,196500
1,423,TA,TA,Y,7,2008,WD,Normal,160000
2,484,TA,TA,Y,10,2006,WD,Normal,216837
3,841,TA,TA,Y,6,2010,WD,Normal,538000
2,576,TA,TA,Y,4,2009,WD,Normal,134900
2,396,TA,TA,Y,4,2006,COD,Normal,102000
2,672,TA,TA,Y,3,2010,WD,Abnorml,107000
1,275,TA,TA,Y,7,2007,COD,Normal,114500
3,895,TA,TA,Y,7,2007,New,Partial,395000
2,412,TA,TA,Y,6,2009,WD,Normal,162000
3,865,TA,TA,Y,7,2006,New,Partial,221500
2,440,TA,TA,Y,6,2006,WD,Normal,142500
2,504,TA,TA,Y,5,2006,WD,Normal,135000
2,402,TA,TA,Y,6,2007,WD,Normal,176000
2,484,TA,TA,Y,7,2006,WD,Normal,175900
2,605,TA,TA,Y,6,2009,WD,Normal,187100
2,602,TA,TA,Y,7,2009,WD,Normal,165500
2,457,TA,TA,Y,9,2009,WD,Normal,161500
1,416,TA,TA,Y,6,2010,WD,Normal,139000
2,618,TA,TA,Y,1,2010,WD,Normal,233000
1,281,Fa,TA,Y,8,2008,WD,Normal,107900
2,444,TA,TA,Y,7,2007,WD,Normal,187500
2,397,TA,TA,Y,9,2009,WD,Normal,160200
2,539,TA,TA,Y,5,2007,WD,Normal,146800
2,455,TA,TA,Y,6,2007,WD,Normal,269790
2,474,TA,TA,Y,6,2007,New,Partial,225000
2,409,TA,TA,Y,10,2008,WD,Normal,194500
2,476,TA,TA,Y,4,2010,WD,Normal,171000
2,528,TA,TA,Y,4,2007,WD,Normal,143500
1,240,TA,TA,Y,4,2008,WD,Abnorml,110000
3,820,TA,TA,Y,7,2009,New,Partial,485000
1,240,TA,TA,Y,6,2007,WD,Normal,175000
2,603,TA,TA,Y,5,2008,WD,Normal,200000
2,440,TA,TA,Y,7,2007,WD,Normal,109900
2,410,TA,TA,Y,10,2008,WD,Normal,189000
3,1020,TA,TA,Y,1,2009,New,Partial,582933
1,286,TA,TA,Y,6,2006,WD,Family,118000
2,554,TA,TA,Y,7,2008,New,Partial,227680
1,384,TA,TA,Y,10,2006,WD,Normal,135500
2,528,TA,TA,Y,5,2009,WD,Normal,223500
2,484,TA,TA,Y,6,2006,WD,Normal,159950
2,360,Fa,Po,N,11,2009,WD,Normal,106000
2,484,TA,TA,Y,1,2006,WD,Normal,181000
2,420,TA,TA,Y,6,2008,ConLD,Normal,144500
2,504,TA,TA,N,6,2010,WD,Alloca,55993
1,301,TA,TA,Y,4,2007,COD,Normal,157900
1,280,TA,TA,P,7,2006,WD,Normal,116000
2,598,TA,TA,Y,5,2010,WD,Normal,224900
1,275,TA,TA,Y,7,2006,WD,Normal,137000
3,857,TA,TA,Y,7,2008,WD,Normal,271000
2,440,TA,TA,Y,6,2010,WD,Normal,155000
2,484,TA,TA,Y,6,2010,New,Partial,224000
2,595,TA,TA,Y,6,2008,WD,Normal,183000
2,576,TA,TA,Y,2,2009,WD,Normal,93000
2,433,TA,TA,Y,10,2007,WD,Family,225000
1,240,TA,TA,Y,7,2009,WD,Normal,139500
2,776,TA,TA,Y,6,2006,New,Partial,232600
3,1220,TA,TA,Y,6,2008,New,Partial,385000
2,527,TA,TA,Y,4,2009,WD,Normal,189000
2,538,TA,TA,Y,6,2009,WD,Abnorml,185000
2,480,TA,TA,Y,7,2006,WD,Normal,147400
2,458,TA,TA,Y,6,2008,WD,Normal,166000
2,480,TA,TA,Y,6,2006,WD,Normal,151000
2,613,TA,TA,Y,1,2010,WD,Normal,237000
2,472,TA,TA,Y,2,2009,WD,Normal,167000
2,456,TA,TA,Y,9,2008,WD,Normal,139950
2,436,TA,TA,Y,2,2010,WD,Normal,128000
2,812,TA,TA,Y,6,2007,COD,Normal,153500
1,264,TA,TA,Y,11,2008,WD,Normal,100000
1,352,TA,TA,Y,6,2008,WD,Normal,144000
1,240,TA,TA,Y,5,2008,WD,Normal,130500
1,400,TA,TA,P,3,2008,WD,Normal,140000
2,686,Gd,TA,P,6,2008,WD,Normal,157500
2,490,Gd,Gd,Y,5,2008,WD,Normal,174900
3,720,TA,TA,Y,6,2008,WD,Normal,153900
2,611,TA,TA,Y,1,2007,WD,Normal,171000
2,425,TA,TA,Y,7,2009,WD,Normal,213000
1,338,TA,TA,Y,8,2009,WD,Normal,133500
2,360,Fa,TA,Y,9,2008,WD,Normal,240000
2,512,TA,TA,Y,8,2007,WD,Normal,187000
2,420,TA,TA,Y,11,2007,WD,Normal,131500
2,400,TA,TA,Y,5,2006,WD,Normal,215000
1,240,TA,TA,Y,8,2007,WD,Normal,164000
2,645,TA,TA,Y,8,2009,WD,Normal,158000
2,454,TA,TA,Y,7,2006,WD,Abnorml,170000
1,260,TA,TA,Y,4,2010,WD,Normal,127000
2,576,TA,Fa,Y,10,2008,WD,Normal,147000
2,343,TA,TA,Y,3,2009,WD,Normal,174000
2,479,TA,TA,Y,6,2009,WD,Family,152000
2,619,TA,TA,Y,8,2006,WD,Normal,250000
1,216,TA,TA,Y,6,2007,WD,Normal,189950
2,504,TA,TA,Y,4,2010,WD,Normal,131500
2,480,TA,TA,Y,5,2010,WD,Normal,152000
1,672,TA,TA,Y,7,2009,WD,Normal,132500
2,529,TA,TA,Y,5,2008,New,Partial,250580
2,902,TA,TA,Y,8,2009,WD,Normal,148500
3,870,TA,TA,Y,11,2007,New,Partial,248900
2,544,TA,TA,Y,5,2007,WD,Normal,129000
2,574,TA,TA,Y,6,2010,WD,Normal,236000
1,308,TA,TA,Y,8,2009,WD,Normal,109500
2,523,TA,TA,Y,6,2010,WD,Normal,200500
2,414,TA,TA,Y,10,2008,WD,Normal,116000
1,288,TA,TA,Y,9,2009,WD,Normal,133000
1,200,TA,TA,Y,8,2009,WD,Abnorml,66500
2,550,TA,TA,Y,8,2007,New,Partial,303477
2,648,TA,TA,Y,1,2007,WD,Normal,132250
3,738,TA,TA,Y,6,2009,WD,Normal,350000
2,576,TA,TA,Y,6,2010,WD,Normal,148000
1,336,TA,TA,Y,7,2009,WD,Normal,136500
2,450,TA,TA,Y,6,2007,WD,Normal,157000
2,400,TA,TA,Y,4,2007,WD,Normal,187500
2,389,TA,TA,Y,12,2009,WD,Normal,178000
1,440,TA,Gd,Y,3,2006,WD,Normal,118500
1,288,TA,TA,Y,7,2009,WD,Normal,100000
2,506,TA,TA,Y,1,2008,CWD,Abnorml,328900
2,588,TA,TA,Y,6,2006,WD,Family,145000
1,300,TA,TA,Y,4,2008,WD,Normal,135500
2,621,TA,TA,Y,10,2007,WD,Normal,268000
2,505,TA,TA,Y,2,2009,WD,Normal,149500
2,576,TA,TA,Y,7,2007,WD,Normal,122900
2,440,TA,TA,Y,7,2009,WD,Normal,172500
1,264,TA,TA,Y,2,2006,WD,Normal,154500
1,354,TA,TA,Y,6,2008,WD,Normal,165000
2,483,TA,TA,Y,10,2008,WD,Normal,140000
1,327,TA,TA,Y,4,2006,WD,Abnorml,106500
3,820,TA,TA,Y,3,2010,New,Partial,611657
1,288,TA,TA,Y,6,2006,WD,Normal,135000
1,684,TA,TA,Y,6,2007,WD,Normal,110000
1,756,TA,TA,Y,5,2009,WD,Normal,153000
2,393,TA,TA,Y,7,2006,WD,Normal,180000
3,690,TA,TA,Y,8,2006,New,Partial,240000
1,288,TA,TA,Y,8,2007,WD,Normal,125500
1,280,TA,TA,Y,2,2010,WD,Normal,128000
3,865,TA,TA,Y,6,2007,WD,Normal,255000
1,180,Fa,TA,Y,6,2006,WD,Normal,250000
2,484,TA,TA,Y,6,2006,WD,Normal,131000
2,390,TA,TA,Y,6,2009,WD,Normal,174000
2,480,TA,TA,Y,1,2010,WD,Normal,154300
1,252,TA,TA,Y,10,2009,WD,Normal,143500
1,450,TA,TA,Y,7,2006,WD,Abnorml,88000
3,871,TA,TA,Y,8,2007,WD,Normal,145000
2,528,TA,TA,Y,6,2009,New,Partial,173733
1,286,TA,TA,Y,1,2007,WD,Normal,75000
1,308,TA,TA,Y,10,2006,WD,Abnorml,35311
1,284,TA,TA,Y,4,2009,WD,Normal,135000
3,833,TA,TA,Y,11,2007,WD,Normal,238000
2,601,TA,TA,Y,5,2008,WD,Normal,176500
2,471,TA,TA,Y,7,2007,WD,Normal,201000
2,397,TA,TA,Y,10,2006,New,Partial,169990
2,533,TA,TA,Y,7,2008,WD,Normal,193000
2,612,TA,TA,Y,5,2006,WD,Normal,207500
2,540,TA,TA,Y,3,2008,WD,Abnorml,175000
3,656,TA,TA,Y,5,2007,WD,Normal,285000
2,486,TA,TA,Y,4,2008,WD,Normal,176000
2,522,TA,TA,Y,6,2009,WD,Normal,236500
2,642,TA,TA,Y,11,2006,WD,Normal,222000
3,610,TA,TA,Y,7,2009,WD,Normal,201000
1,429,TA,TA,Y,7,2009,WD,Normal,117500
3,788,TA,TA,Y,3,2007,WD,Normal,320000
2,570,TA,TA,Y,8,2009,WD,Normal,190000
2,505,TA,TA,Y,11,2008,WD,Normal,242000
2,528,TA,TA,Y,6,2006,WD,Normal,79900
2,689,TA,TA,Y,2,2009,WD,Normal,253000
3,868,TA,TA,Y,8,2006,New,Partial,239799
1,349,TA,TA,Y,6,2010,COD,Normal,244400
2,574,TA,TA,Y,7,2006,WD,Normal,150900
2,390,TA,TA,Y,6,2009,WD,Normal,214000
2,576,TA,TA,P,6,2007,WD,Normal,143000
2,525,TA,TA,Y,1,2009,COD,Abnorml,137500
2,456,TA,TA,Y,9,2009,WD,Normal,124900
1,796,TA,TA,Y,3,2006,WD,Normal,143000
3,808,TA,TA,Y,11,2007,WD,Normal,270000
2,676,TA,TA,Y,3,2010,WD,Normal,197500
2,720,TA,TA,Y,7,2007,WD,Normal,129000
1,300,TA,TA,Y,7,2006,WD,Abnorml,119900
1,396,TA,TA,Y,4,2009,WD,Normal,133900
2,530,TA,TA,Y,9,2008,WD,Normal,172000
2,492,TA,TA,Y,8,2007,WD,Normal,145000
2,462,TA,TA,Y,5,2009,WD,Normal,124000
2,576,TA,TA,Y,4,2007,WD,Normal,132000
2,531,TA,TA,Y,10,2007,WD,Normal,185000
2,484,TA,TA,Y,5,2010,WD,Normal,155000
2,619,TA,TA,Y,7,2008,WD,Normal,272000
2,440,TA,TA,Y,7,2007,WD,Normal,155000
2,702,TA,TA,Y,5,2009,WD,Normal,239000
2,510,TA,TA,Y,2,2010,WD,Normal,214900
2,393,TA,TA,Y,7,2007,New,Partial,178900
1,256,TA,TA,Y,6,2009,WD,Normal,160000
1,260,TA,TA,Y,7,2008,WD,Normal,135000
1,264,TA,TA,Y,3,2006,ConLD,Normal,140000
2,474,TA,TA,Y,7,2009,WD,Normal,173000
1,264,TA,TA,Y,4,2010,WD,Normal,99500
2,532,TA,TA,Y,10,2009,WD,Normal,167500
2,490,TA,TA,Y,4,2006,WD,Normal,165000
2,400,TA,TA,Y,5,2007,WD,Abnorml,110000
2,480,TA,TA,Y,6,2009,WD,Normal,139000
2,588,TA,TA,Y,7,2008,WD,Normal,178400
3,676,TA,TA,Y,7,2009,WD,Normal,336000
2,388,TA,TA,Y,3,2008,WD,Normal,159895
2,779,TA,TA,Y,5,2008,WD,Normal,255900
1,240,TA,TA,Y,8,2008,ConLD,Normal,125000
1,255,Fa,TA,Y,6,2006,WD,Normal,117000
3,606,TA,TA,Y,4,2010,New,Partial,395192
2,551,TA,TA,Y,6,2007,WD,Normal,195000
2,614,TA,TA,Y,8,2006,New,Partial,197000
3,870,TA,TA,Y,6,2006,WD,Normal,348000
2,424,TA,TA,P,11,2009,WD,Normal,168000
2,440,TA,TA,Y,7,2007,WD,Normal,187000
2,564,TA,TA,Y,8,2006,New,Partial,173900
3,786,TA,TA,Y,7,2009,WD,Normal,337500
1,305,TA,TA,Y,8,2006,WD,Abnorml,121600
1,368,TA,TA,Y,1,2006,COD,Normal,136500
2,615,TA,TA,Y,2,2009,WD,Normal,185000
1,210,TA,Fa,P,5,2006,WD,Normal,91000
2,632,TA,TA,Y,2,2010,WD,Normal,206000
1,216,Fa,TA,N,1,2007,WD,Abnorml,86000
3,824,TA,TA,Y,7,2008,WD,Normal,232000
2,528,TA,TA,Y,6,2007,WD,Normal,136905
2,457,TA,TA,Y,5,2009,WD,Normal,181000
1,328,TA,TA,Y,11,2008,WD,Normal,149900
2,484,TA,TA,Y,3,2007,WD,Normal,163500
1,286,TA,TA,Y,8,2009,WD,Normal,88000
2,550,TA,TA,Y,4,2009,WD,Normal,240000
1,312,TA,TA,Y,8,2008,WD,Normal,135000
1,180,TA,TA,Y,8,2007,WD,Normal,165000
1,280,TA,TA,Y,6,2009,WD,Normal,85000
1,240,TA,TA,Y,11,2007,WD,Normal,119200
2,528,TA,TA,Y,11,2009,WD,Normal,227000
2,478,TA,TA,Y,6,2009,WD,Normal,203000
2,565,TA,TA,Y,8,2009,COD,Abnorml,187500
2,402,TA,TA,Y,5,2007,WD,Normal,160000
2,440,TA,TA,Y,4,2006,WD,Normal,213490
2,451,TA,TA,Y,6,2008,WD,Normal,176000
2,632,TA,TA,Y,7,2006,New,Partial,194000
1,160,Fa,Fa,Y,3,2007,WD,Normal,87000
2,437,TA,TA,Y,5,2008,WD,Normal,191000
2,665,TA,TA,Y,5,2008,COD,Abnorml,287000
2,461,TA,TA,Y,3,2007,WD,Normal,112500
2,461,TA,TA,Y,4,2010,WD,Normal,167500
3,800,TA,TA,Y,4,2008,New,Partial,293077
1,240,TA,TA,Y,4,2007,WD,Normal,105000
1,264,TA,TA,Y,5,2006,WD,Normal,118000
2,672,TA,TA,Y,8,2009,WD,Normal,197000
3,796,TA,TA,Y,11,2006,WD,Abnorml,310000
3,900,TA,TA,Y,2,2006,WD,Normal,230000
1,240,Fa,TA,Y,6,2007,WD,Normal,119750
3,912,TA,TA,Y,9,2009,WD,Normal,315500
2,905,TA,TA,Y,9,2008,WD,Normal,287000
1,286,TA,TA,Y,4,2009,WD,Normal,80000
2,484,TA,TA,Y,1,2006,WD,Normal,155000
2,484,TA,TA,Y,7,2008,WD,Normal,173000
2,624,TA,TA,Y,8,2009,WD,Normal,196000
2,514,TA,TA,Y,5,2008,WD,Normal,262280
2,542,TA,TA,Y,7,2009,WD,Normal,278000
3,716,TA,TA,Y,7,2006,New,Partial,556581
2,672,TA,TA,Y,2,2008,WD,Normal,145000
2,436,TA,TA,Y,8,2007,New,Partial,176485
2,440,TA,TA,Y,10,2007,New,Partial,200141
2,540,TA,TA,Y,6,2007,WD,Normal,165000
1,364,TA,TA,Y,5,2010,WD,Normal,144500
2,586,TA,TA,Y,11,2006,WD,Normal,255000
2,478,TA,TA,Y,5,2008,COD,Abnorml,180000
2,484,TA,TA,Y,6,2006,WD,Normal,185850
2,467,TA,TA,Y,1,2009,WD,Normal,248000
3,836,TA,TA,Y,7,2009,WD,Normal,335000
2,432,TA,Fa,Y,3,2007,WD,Normal,220000
2,582,TA,TA,Y,4,2010,WD,Normal,213500
3,1248,TA,TA,Y,8,2008,ConLD,Normal,81000
2,560,TA,TA,Y,9,2007,WD,Normal,90000
2,440,TA,TA,Y,7,2006,WD,Normal,110500
2,480,TA,TA,Y,11,2009,WD,Normal,154000
2,533,TA,TA,Y,4,2010,WD,Normal,328000
2,380,TA,TA,Y,5,2009,WD,Normal,178000
2,442,TA,TA,Y,6,2008,WD,Normal,167900
2,576,TA,TA,Y,6,2006,WD,Normal,151400
2,576,TA,TA,Y,5,2007,WD,Normal,135000
1,286,TA,TA,Y,6,2007,WD,Normal,135000
2,441,TA,TA,Y,5,2009,WD,Normal,154000
1,280,TA,TA,P,8,2006,WD,Normal,91500
2,440,TA,TA,Y,7,2009,WD,Normal,159500
3,826,TA,TA,Y,5,2007,WD,Normal,194000
1,240,TA,TA,Y,7,2007,CWD,Normal,219500
2,566,TA,TA,Y,4,2006,WD,Normal,170000
1,299,TA,TA,Y,3,2006,WD,Abnorml,138800
2,420,TA,TA,Y,5,2006,WD,Normal,155900
1,299,TA,TA,Y,4,2007,WD,Normal,126000
2,528,TA,TA,Y,10,2008,COD,Abnorml,145000
1,308,TA,TA,Y,6,2010,WD,Normal,133000
2,527,TA,TA,Y,9,2007,WD,Normal,192000
