MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,X1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,8400,Reg,Inside,NAmes,1Fam,1Story,5,6,1957,1957,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Rec,922,392,1314,TA,Y,SBrkr,1314,1314,1,1,0,3,1,TA,5,Attchd,RFn,1,294,TA,TA,Y,6,2010,WD,Normal,145000
60,RL,8738,IR1,Inside,Gilbert,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,302,Gd,TA,PConc,Gd,Unf,0,975,975,Ex,Y,SBrkr,1005,2291,0,2,1,4,1,Gd,8,BuiltIn,Fin,2,429,TA,TA,Y,2,2006,WD,Normal,230000
60,FV,8791,IR1,Inside,Somerst,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Rec,503,361,864,Ex,Y,SBrkr,864,1728,0,2,1,3,1,Gd,7,Attchd,RFn,2,673,TA,TA,Y,5,2008,WD,Normal,207500
20,RL,8814,Reg,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,180,Gd,TA,PConc,Gd,GLQ,1334,270,1604,Ex,Y,SBrkr,1604,1604,1,2,1,3,1,Gd,8,Attchd,RFn,2,660,TA,TA,Y,3,2009,WD,Abnorml,220000
60,RL,12435,Reg,Inside,CollgCr,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,172,Gd,TA,PConc,Gd,GLQ,361,602,963,Ex,Y,SBrkr,963,1792,0,2,1,3,1,Gd,7,Attchd,RFn,2,564,TA,TA,Y,5,2008,WD,Normal,231500
80,RL,19296,Reg,Corner,NAmes,1Fam,SLvl,6,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,399,TA,TA,CBlock,TA,Rec,672,0,1362,TA,Y,SBrkr,1382,1382,1,1,0,3,1,TA,6,Attchd,Unf,2,884,TA,TA,Y,5,2009,WD,Normal,176000
60,RL,9588,IR1,Inside,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,270,Gd,TA,PConc,Ex,Unf,0,1482,1482,Ex,Y,SBrkr,1482,2574,0,2,1,3,1,Ex,10,BuiltIn,Fin,3,868,TA,TA,Y,11,2007,New,Partial,276000
80,RL,8471,IR1,Corner,Sawyer,1Fam,SLvl,6,7,1977,1995,Gable,HdBoard,Plywood,BrkFace,46,TA,TA,CBlock,Gd,ALQ,506,0,506,TA,Y,SBrkr,1212,1212,1,1,0,3,1,TA,6,Attchd,Unf,2,492,TA,TA,Y,7,2006,WD,Normal,151000
50,RM,5500,Reg,Corner,OldTown,1Fam,1.5Fin,5,7,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,LwQ,234,0,926,TA,Y,SBrkr,926,1316,1,1,0,3,1,TA,6,Detchd,Unf,2,484,TA,TA,Y,4,2010,WD,Normal,130000
30,RM,5232,IR3,Inside,OldTown,1Fam,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,Unf,0,680,680,Gd,N,FuseP,764,764,0,1,0,2,1,TA,4,Detchd,Unf,2,504,TA,TA,N,6,2008,WD,Normal,73000
20,RL,12090,IR1,Inside,NWAmes,1Fam,1Story,6,6,1981,1981,Gable,MetalSd,MetalSd,BrkFace,210,TA,Gd,CBlock,Gd,GLQ,588,606,1422,TA,Y,SBrkr,1422,1422,0,2,0,3,1,Gd,7,Attchd,Fin,2,576,TA,TA,Y,6,2008,WD,Normal,175500
60,RL,11207,IR1,FR2,Gilbert,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,GLQ,714,88,802,Gd,Y,SBrkr,802,1511,1,2,1,3,1,TA,8,Attchd,Fin,2,413,TA,TA,Y,6,2006,WD,Normal,185000
75,RL,8400,Reg,Inside,SWISU,1Fam,2.5Fin,5,8,1939,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,LwQ,378,342,720,Ex,Y,SBrkr,1052,2192,0,2,1,4,1,Gd,8,Detchd,Unf,1,240,TA,TA,Y,7,2008,WD,Normal,179500
30,RM,6900,Reg,Inside,IDOTRR,1Fam,1Story,5,6,1940,1955,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,ALQ,403,212,740,Ex,Y,SBrkr,778,778,0,1,0,2,1,TA,4,Detchd,Fin,1,924,Ex,Ex,Y,2,2008,WD,Normal,120500
20,RL,7917,IR1,Corner,Edwards,1Fam,1Story,6,7,1976,1976,Hip,HdBoard,HdBoard,BrkFace,174,TA,Gd,CBlock,TA,BLQ,751,392,1143,TA,Y,SBrkr,1113,1113,1,1,1,3,1,TA,6,Attchd,RFn,1,504,TA,Gd,Y,5,2007,WD,Normal,148000
60,FV,10728,Reg,Inside,Somerst,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,1095,1095,Gd,Y,SBrkr,1095,1939,0,2,1,3,1,Gd,8,Attchd,RFn,3,1053,TA,TA,Y,8,2006,New,Partial,266000
20,RL,39104,IR1,CulDSac,ClearCr,1Fam,1Story,7,7,1954,2005,Flat,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,LwQ,226,96,1385,Ex,Y,SBrkr,1363,1363,1,1,0,2,1,TA,5,Attchd,Unf,2,439,TA,TA,Y,4,2008,WD,Normal,241500
60,RL,11764,IR1,CulDSac,NoRidge,1Fam,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,BrkFace,348,Gd,TA,PConc,Gd,GLQ,524,628,1152,Ex,Y,SBrkr,1164,2270,0,2,1,4,1,Gd,9,Attchd,Fin,3,671,TA,TA,Y,4,2010,WD,Normal,290000
20,RL,9600,Reg,Inside,NAmes,1Fam,1Story,6,6,1958,1988,Hip,Wd Sdng,Wd Sdng,BrkCmn,183,TA,TA,CBlock,TA,Rec,620,0,1240,Gd,Y,SBrkr,1632,1632,1,2,0,3,1,TA,6,Attchd,RFn,1,338,TA,TA,Y,4,2009,WD,Normal,139000
20,RL,8314,Reg,Corner,Mitchel,1Fam,1Story,5,7,1982,1982,Gable,HdBoard,ImStucc,None,0,TA,TA,CBlock,TA,ALQ,546,270,816,TA,Y,SBrkr,816,816,0,1,0,2,1,TA,5,Attchd,Unf,1,264,TA,TA,Y,6,2007,WD,Normal,124500
50,RL,7264,Reg,Inside,BrkSide,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,Unf,0,952,952,Gd,N,SBrkr,952,1548,0,2,1,3,1,Ex,5,Detchd,Unf,2,672,TA,TA,Y,10,2009,WD,Normal,205000
20,RL,9196,IR1,Inside,Mitchel,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Unf,0,1560,1560,Ex,Y,SBrkr,1560,1560,0,2,0,3,1,Gd,7,Attchd,Fin,2,573,TA,TA,Y,4,2010,WD,Normal,201000
20,RL,19138,Reg,Corner,Gilbert,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,LwQ,120,744,864,Ex,Y,SBrkr,864,864,0,1,0,2,1,TA,4,Detchd,Unf,2,400,TA,TA,Y,6,2010,WD,Normal,141000
20,RL,14450,Reg,Inside,NridgHt,1Fam,1Story,9,5,2006,2007,Gable,CemntBd,CmentBd,BrkFace,315,Ex,TA,PConc,Ex,Unf,0,2121,2121,Ex,Y,SBrkr,2121,2121,0,2,1,3,1,Ex,8,Attchd,Fin,3,732,TA,TA,Y,5,2007,New,Partial,415298
60,RL,10005,Reg,Inside,ClearCr,1Fam,2Story,7,5,1977,1977,Hip,Plywood,Plywood,BrkFace,299,TA,TA,CBlock,Gd,BLQ,392,768,1160,Ex,Y,SBrkr,1156,2022,0,2,1,4,1,TA,8,Attchd,Fin,2,505,TA,TA,Y,3,2008,WD,Normal,192000
60,RL,11287,Reg,Inside,SawyerW,1Fam,2Story,7,6,1989,1989,Gable,Plywood,Plywood,BrkFace,340,Gd,TA,CBlock,Gd,GLQ,421,386,807,Gd,Y,SBrkr,1175,1982,0,2,1,3,1,Gd,7,Attchd,Fin,2,575,TA,TA,Y,1,2007,WD,Normal,228500
20,FV,7200,Reg,Inside,Somerst,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,Stone,68,Gd,TA,PConc,Gd,GLQ,905,357,1262,Gd,Y,SBrkr,1262,1262,0,2,0,2,1,Gd,5,Attchd,Fin,2,572,TA,TA,Y,5,2006,New,Partial,185000
120,RL,5063,Reg,Inside,NridgHt,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,GLQ,904,410,1314,Ex,Y,SBrkr,1314,1314,1,2,0,2,1,Gd,6,Attchd,RFn,2,626,TA,TA,Y,4,2009,ConLw,Normal,207500
20,RL,9612,Reg,Inside,Somerst,1Fam,1Story,8,5,2008,2009,Gable,VinylSd,VinylSd,Stone,72,Gd,TA,PConc,Gd,Unf,0,1468,1468,Ex,Y,SBrkr,1468,1468,0,2,0,3,1,Gd,6,Attchd,Fin,3,898,TA,TA,Y,12,2009,New,Partial,244600
120,RL,8012,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1992,1992,Gable,Plywood,ImStucc,None,0,Gd,TA,PConc,Gd,GLQ,430,1145,1575,Gd,Y,SBrkr,1575,1575,1,2,0,2,1,Gd,5,Attchd,RFn,2,529,TA,TA,Y,7,2007,WD,Normal,179200
160,FV,4251,IR1,Inside,Somerst,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,Unf,0,625,625,Ex,Y,SBrkr,625,1250,0,2,1,2,1,Gd,5,Detchd,RFn,2,528,TA,TA,Y,6,2007,New,Partial,164700
50,RL,9786,IR1,Inside,NAmes,1Fam,1.5Fin,6,7,1962,1981,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Rec,600,312,912,TA,Y,SBrkr,1085,1734,0,1,1,3,1,Gd,7,Attchd,RFn,2,440,TA,TA,Y,6,2006,WD,Normal,159000
20,RL,9819,IR1,Inside,Sawyer,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,31,TA,Gd,CBlock,TA,BLQ,450,432,882,TA,Y,SBrkr,900,900,0,1,0,3,1,TA,5,Detchd,Unf,1,280,TA,TA,Y,2,2010,WD,Normal,122000
70,RL,8730,Reg,Inside,BrkSide,1Fam,2Story,6,7,1915,2003,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Unf,0,698,698,Ex,Y,FuseA,698,1396,0,1,0,3,1,TA,7,Detchd,Unf,1,384,TA,TA,Y,7,2007,WD,Normal,153575
60,RL,15611,Reg,Inside,CollgCr,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,1079,1079,Ex,Y,SBrkr,1079,1919,0,2,1,3,1,Gd,8,Attchd,RFn,2,685,Gd,TA,Y,7,2006,New,Partial,233230
50,RL,11409,Reg,Inside,Edwards,1Fam,1.5Fin,5,4,1949,2008,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,LwQ,292,476,768,Gd,Y,SBrkr,1148,1716,0,1,1,3,1,TA,8,Attchd,Unf,1,281,TA,TA,Y,1,2009,WD,Normal,131000
60,RL,16659,IR1,Corner,NWAmes,1Fam,2Story,7,7,1977,1994,Gable,Plywood,Plywood,BrkFace,34,TA,TA,CBlock,TA,ALQ,795,0,795,Fa,Y,SBrkr,1468,2263,1,2,1,3,1,Gd,9,Attchd,Fin,2,539,TA,TA,Y,3,2006,WD,Normal,235000
20,RL,9600,Reg,Inside,NAmes,1Fam,1Story,6,5,1953,1953,Hip,HdBoard,HdBoard,Stone,238,TA,TA,CBlock,TA,GLQ,1285,131,1416,TA,Y,SBrkr,1644,1644,1,1,0,3,1,TA,7,Attchd,Fin,2,418,TA,TA,Y,10,2009,WD,Normal,167000
80,RL,7937,IR1,CulDSac,Mitchel,1Fam,SLvl,6,6,1984,1984,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,GLQ,819,184,1003,TA,Y,SBrkr,1003,1003,1,1,0,3,1,TA,6,Detchd,Unf,2,588,TA,TA,Y,3,2006,WD,Normal,142500
50,RM,13710,Reg,Inside,IDOTRR,1Fam,1.5Fin,5,5,1950,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,BLQ,420,490,910,TA,Y,FuseA,910,1558,0,1,1,4,1,TA,6,Attchd,Unf,1,282,TA,TA,Y,6,2007,WD,Normal,152000
60,FV,7399,IR1,Inside,Somerst,1Fam,2Story,7,5,1997,1998,Hip,VinylSd,VinylSd,BrkFace,1600,Gd,TA,PConc,Gd,BLQ,649,326,975,Ex,Y,SBrkr,975,1950,0,2,1,3,1,Gd,7,Detchd,RFn,2,576,TA,TA,Y,6,2007,WD,Normal,239000
60,RL,11700,Reg,Inside,NWAmes,1Fam,2Story,6,6,1968,1968,Mansard,HdBoard,AsphShn,BrkFace,365,Gd,TA,CBlock,TA,ALQ,384,143,702,Gd,Y,SBrkr,1041,1743,0,1,2,3,1,TA,7,Attchd,Unf,2,539,TA,TA,Y,6,2007,WD,Normal,175000
20,RL,14000,Reg,Inside,Crawfor,1Fam,1Story,6,8,1950,2004,Gable,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,Unf,0,1092,1092,Ex,Y,SBrkr,1152,1152,0,1,0,3,1,Gd,6,Attchd,Unf,1,300,TA,TA,Y,8,2009,WD,Family,158500
190,RL,15750,Reg,Corner,Crawfor,2fmCon,1Story,5,5,1953,1953,Hip,MetalSd,MetalSd,BrkFace,56,TA,TA,CBlock,TA,BLQ,841,324,1165,TA,Y,SBrkr,1336,1336,1,1,0,2,1,TA,5,Attchd,Unf,1,375,TA,TA,Y,6,2006,WD,Normal,157000
60,RL,16226,IR3,Inside,CollgCr,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,281,747,1028,Ex,Y,SBrkr,1210,2452,0,2,1,4,1,Gd,9,BuiltIn,Fin,2,683,TA,TA,Y,5,2007,WD,Normal,267000
20,RL,13704,IR1,Corner,CollgCr,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,150,Gd,TA,PConc,Gd,Unf,0,1541,1541,Ex,Y,SBrkr,1541,1541,0,2,0,3,1,Gd,6,Attchd,RFn,3,843,TA,TA,Y,1,2006,WD,Normal,205000
20,RL,9800,Reg,Corner,CollgCr,1Fam,1Story,5,7,1972,1972,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,ALQ,894,0,894,TA,Y,SBrkr,894,894,1,1,0,3,1,TA,5,Attchd,Unf,2,552,TA,TA,Y,7,2006,WD,Abnorml,149900
75,RM,18386,Reg,Inside,OldTown,1Fam,2.5Fin,7,9,1880,2002,Gable,CemntBd,CmentBd,None,0,TA,TA,BrkTil,TA,Unf,0,1470,1470,Ex,Y,SBrkr,1675,3493,0,3,0,3,1,Gd,10,Attchd,Unf,3,870,TA,TA,Y,5,2008,WD,Normal,295000
20,RL,10386,Reg,Inside,CollgCr,1Fam,1Story,8,5,2004,2005,Gable,CemntBd,CmentBd,Stone,246,Gd,TA,PConc,Gd,GLQ,1464,536,2000,Ex,Y,SBrkr,2000,2000,1,2,0,3,1,Gd,8,Attchd,Fin,3,888,TA,TA,Y,7,2007,WD,Normal,305900
60,RL,13474,Reg,Inside,SawyerW,1Fam,2Story,7,5,1990,1991,Gable,HdBoard,Plywood,BrkFace,246,Gd,TA,CBlock,Gd,ALQ,700,0,700,Gd,Y,SBrkr,1122,2243,1,2,1,4,1,Gd,8,Attchd,RFn,3,746,TA,TA,Y,6,2007,WD,Normal,225000
30,RL,12342,IR1,Inside,Edwards,1Fam,1Story,4,5,1940,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,BLQ,262,599,861,Ex,Y,SBrkr,861,861,0,1,0,1,1,TA,4,Detchd,Unf,2,539,TA,TA,Y,3,2009,WD,Normal,82500
20,RL,12378,IR1,Inside,NridgHt,1Fam,1Story,9,5,2003,2004,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,GLQ,1274,622,1896,Ex,Y,SBrkr,1944,1944,1,2,0,3,1,Ex,8,Attchd,Fin,3,708,TA,TA,Y,11,2006,WD,Normal,360000
60,RL,7685,IR1,Inside,Gilbert,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,BrkFace,112,TA,TA,PConc,Gd,ALQ,518,179,697,Gd,Y,SBrkr,697,1501,0,2,1,3,1,Gd,6,Attchd,Fin,2,420,TA,TA,Y,5,2006,WD,Normal,165600
20,RL,8000,Reg,Inside,NAmes,1Fam,1Story,6,6,1948,2002,Gable,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,ALQ,680,292,972,Ex,Y,SBrkr,972,972,1,1,0,2,1,TA,5,Detchd,Unf,1,240,TA,TA,Y,5,2009,WD,Normal,132000
190,RM,7800,Reg,Inside,OldTown,2fmCon,1.5Fin,5,7,1939,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,Rec,507,286,793,TA,Y,SBrkr,793,1118,1,1,0,3,1,TA,5,Detchd,Unf,2,410,TA,TA,Y,5,2006,WD,Normal,119900
20,RL,215245,IR3,Inside,Timber,1Fam,1Story,7,5,1965,1965,Hip,BrkFace,BrkFace,None,0,TA,TA,CBlock,Gd,ALQ,1236,80,2136,TA,Y,SBrkr,2036,2036,2,2,0,3,1,TA,8,Attchd,RFn,2,513,TA,TA,Y,6,2009,WD,Normal,375000
70,RM,9600,Reg,Inside,OldTown,1Fam,2Story,7,7,1925,1990,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,LwQ,16,712,728,Ex,Y,SBrkr,832,1641,0,1,1,3,1,Ex,6,Detchd,Unf,2,546,Fa,TA,Y,8,2006,WD,Normal,178000
60,RL,7795,IR1,Inside,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,425,291,716,Ex,Y,SBrkr,716,1432,1,2,1,3,1,Gd,6,Attchd,Fin,2,432,TA,TA,Y,7,2009,WD,Normal,188500
60,RL,13005,IR1,Corner,NWAmes,1Fam,2Story,7,7,1980,1980,Gable,CemntBd,CmentBd,BrkFace,278,Gd,TA,CBlock,Gd,GLQ,692,153,845,TA,Y,SBrkr,1153,2353,1,2,1,4,1,Ex,10,Attchd,RFn,2,484,TA,TA,Y,8,2009,WD,Normal,260000
60,FV,9000,Reg,Inside,Somerst,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,1088,1088,Ex,Y,SBrkr,1088,1959,0,2,1,3,1,Gd,8,Attchd,RFn,3,1025,TA,TA,Y,12,2007,WD,Normal,270000
60,RL,9900,Reg,Inside,NoRidge,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,256,Gd,TA,PConc,Gd,GLQ,987,360,1347,Ex,Y,SBrkr,1372,2646,1,2,1,4,1,Gd,9,Attchd,RFn,3,656,TA,TA,Y,4,2009,WD,Normal,260000
80,RL,14115,Reg,Inside,NWAmes,1Fam,SLvl,7,5,1980,1980,Gable,Plywood,Plywood,BrkFace,225,TA,TA,CBlock,Gd,GLQ,1036,336,1372,TA,Y,SBrkr,1472,1472,1,2,0,3,1,TA,6,Attchd,Unf,2,588,TA,TA,Y,6,2009,WD,Normal,187500
60,RL,16259,Reg,Corner,NridgHt,1Fam,2Story,9,5,2006,2006,Gable,VinylSd,VinylSd,Stone,370,TA,TA,PConc,Ex,Unf,0,1249,1249,Ex,Y,SBrkr,1249,2596,0,3,1,4,1,Gd,9,Attchd,RFn,3,840,TA,TA,Y,9,2006,New,Partial,342643
60,RL,12099,IR1,Inside,NridgHt,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,388,Gd,TA,PConc,Ex,GLQ,970,166,1136,Ex,Y,SBrkr,1136,2468,1,2,1,4,1,Gd,10,BuiltIn,Fin,3,872,TA,TA,Y,6,2007,WD,Normal,354000
60,RL,10380,IR1,Inside,SawyerW,1Fam,2Story,7,5,1986,1987,Gable,Plywood,Plywood,BrkFace,172,Gd,TA,CBlock,TA,LwQ,28,0,1502,Ex,Y,SBrkr,1553,2730,1,2,1,4,1,Gd,8,Attchd,Fin,2,576,TA,TA,Y,8,2007,WD,Normal,301000
20,RM,5820,Reg,Inside,OldTown,1Fam,1Story,3,8,1955,2005,Gable,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,ALQ,256,906,1162,Ex,Y,SBrkr,1163,1163,1,1,0,3,1,TA,6,Attchd,Unf,1,220,Fa,TA,Y,7,2006,WD,Normal,126175
80,RL,11275,Reg,Corner,NAmes,1Fam,SLvl,7,7,1967,2007,Mansard,Wd Sdng,Wd Sdng,BrkFace,300,Gd,Gd,CBlock,Gd,Unf,0,710,710,Ex,Y,SBrkr,1898,2978,0,2,1,5,1,Gd,11,BuiltIn,Fin,2,564,TA,TA,Y,6,2010,WD,Normal,242000
45,RM,5000,Reg,Inside,IDOTRR,1Fam,1.5Unf,5,6,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,BLQ,116,604,720,Po,N,FuseF,803,803,0,1,0,2,1,TA,5,Detchd,Unf,2,360,TA,TA,Y,12,2007,WD,Normal,87000
120,RL,10846,IR1,CulDSac,Veenker,TwnhsE,1Story,8,5,1993,1993,Gable,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,GLQ,1619,100,1719,Ex,Y,SBrkr,1719,1719,2,1,1,1,1,Gd,6,Attchd,Fin,2,473,TA,TA,Y,5,2008,Con,Normal,324000
20,RL,11600,Reg,Inside,NAmes,1Fam,1Story,6,5,1960,1960,Hip,Wd Sdng,Wd Sdng,BrkFace,175,TA,TA,CBlock,TA,Rec,565,818,1383,TA,Y,SBrkr,1383,1383,0,1,1,3,1,TA,7,Attchd,RFn,1,292,TA,TA,Y,4,2006,WD,Normal,145250
75,RL,11888,IR1,Inside,BrkSide,1Fam,2.5Unf,6,6,1916,1994,Gable,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,Unf,0,844,844,Gd,N,FuseA,1445,2134,0,2,0,5,1,Gd,10,Detchd,Unf,2,441,TA,TA,Y,7,2009,WD,Normal,214500
70,RM,6402,Reg,Corner,IDOTRR,1Fam,2Story,5,5,1920,1950,Gable,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,Unf,0,596,596,TA,N,SBrkr,596,1192,0,1,0,3,1,TA,6,Detchd,Unf,1,189,Fa,Fa,N,7,2009,WD,Normal,78000
90,RL,10624,IR1,Inside,NAmes,Duplex,1Story,5,4,1964,1964,Gable,HdBoard,HdBoard,BrkFace,84,TA,TA,CBlock,TA,GLQ,40,1424,1728,TA,Y,SBrkr,1728,1728,0,2,0,6,2,TA,10,Detchd,Unf,1,352,TA,TA,Y,11,2007,WD,Normal,119000
20,RL,8176,Reg,Inside,NAmes,1Fam,1Story,5,6,1958,1992,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Rec,846,210,1056,Fa,Y,SBrkr,1056,1056,1,1,0,3,1,TA,6,Attchd,RFn,1,308,TA,TA,Y,8,2007,WD,Normal,139000
120,RM,8198,Reg,FR3,NridgHt,TwnhsE,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,146,Gd,TA,PConc,Gd,GLQ,720,638,1358,Ex,Y,SBrkr,1358,1358,1,2,0,2,1,Gd,6,Attchd,RFn,2,484,TA,TA,Y,7,2008,WD,Normal,207000
60,RL,9042,IR1,Inside,Gilbert,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,GLQ,828,115,943,Gd,Y,SBrkr,943,1638,1,2,1,3,1,TA,7,Attchd,Fin,2,472,TA,TA,Y,7,2008,WD,Normal,192000
190,RL,164660,IR1,Corner,Timber,2fmCon,1.5Fin,5,6,1965,1965,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,ALQ,1249,103,1499,Ex,Y,SBrkr,1619,1786,2,2,0,3,1,TA,7,Attchd,Fin,2,529,TA,TA,Y,8,2008,WD,Normal,228950
20,RL,14157,IR1,Corner,StoneBr,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Ex,GLQ,1249,673,1922,Ex,Y,SBrkr,1922,1922,1,2,0,3,1,Gd,8,Attchd,Fin,3,676,TA,TA,Y,7,2007,WD,Normal,377426
20,RL,9135,Reg,Inside,CollgCr,1Fam,1Story,7,5,2002,2003,Gable,VinylSd,VinylSd,BrkFace,113,Gd,TA,PConc,Gd,GLQ,810,726,1536,Ex,Y,SBrkr,1536,1536,1,2,0,3,1,Gd,7,Attchd,RFn,2,532,TA,TA,Y,12,2008,WD,Normal,214000
20,RL,14145,Reg,Corner,NWAmes,1Fam,1Story,7,7,1984,1998,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,ALQ,213,995,1208,Ex,Y,SBrkr,1621,1621,1,2,0,3,1,Gd,8,Attchd,RFn,2,440,TA,TA,Y,5,2006,WD,Normal,202500
20,RL,12400,IR1,Inside,NAmes,1Fam,1Story,6,7,1958,1998,Hip,Wd Sdng,Wd Sdng,BrkFace,176,TA,TA,CBlock,TA,Rec,585,630,1215,TA,Y,FuseA,1215,1215,0,1,0,3,1,TA,6,Attchd,Unf,1,297,TA,TA,Y,6,2009,WD,Normal,155000
60,RL,14191,Reg,Inside,Timber,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,967,967,Ex,Y,SBrkr,993,1908,0,2,1,4,1,Gd,9,Attchd,Fin,2,431,TA,TA,Y,4,2010,WD,Normal,202900
20,RH,8400,Reg,Inside,SawyerW,1Fam,1Story,4,4,1950,1950,Gable,Wd Sdng,AsbShng,None,0,Fa,Fa,CBlock,TA,Unf,0,721,721,Gd,Y,SBrkr,841,841,0,1,0,2,1,TA,4,CarPort,Unf,1,294,TA,TA,N,9,2009,WD,Normal,82000
120,RL,8849,IR1,Inside,NridgHt,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,616,Ex,TA,PConc,Ex,GLQ,28,1656,1684,Ex,Y,SBrkr,1684,1684,0,2,0,2,1,Ex,6,Attchd,RFn,2,564,TA,TA,Y,7,2008,WD,Normal,266000
