BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,SalePrice
1,1,0,2,1,TA,4,Detchd,RFn,125000
0,2,1,4,1,Gd,8,BuiltIn,Fin,263000
0,2,0,2,1,TA,4,Attchd,RFn,140000
0,1,0,3,1,TA,5,Attchd,Fin,112500
0,2,0,3,1,Gd,7,Attchd,RFn,255500
1,2,1,3,1,Gd,8,BuiltIn,RFn,284000
0,1,0,2,1,TA,5,Detchd,Unf,113000
1,1,0,2,1,TA,6,Attchd,Fin,141000
0,1,1,3,1,TA,7,CarPort,Unf,108000
0,2,1,3,1,TA,6,Attchd,Unf,175000
0,2,0,2,1,Gd,7,Attchd,Fin,234000
1,1,1,3,1,TA,5,Detchd,Unf,121500
1,1,0,2,1,TA,6,Attchd,RFn,170000
0,2,0,4,1,TA,8,Detchd,Fin,185000
1,2,1,4,1,Gd,9,Attchd,RFn,268000
1,1,1,4,1,Fa,6,Detchd,Unf,128000
0,2,1,4,1,Ex,11,BuiltIn,Fin,325000
0,2,0,3,1,Gd,7,Attchd,RFn,214000
1,1,1,1,1,Gd,5,BuiltIn,Fin,316600
1,1,0,2,1,TA,4,Detchd,Unf,135960
0,2,0,6,2,TA,10,Detchd,Unf,142600
1,1,0,2,1,Gd,4,Attchd,Unf,120000
0,2,1,3,1,Gd,6,Attchd,RFn,224500
0,2,1,3,1,TA,8,BuiltIn,RFn,170000
0,1,0,3,1,TA,5,BuiltIn,Unf,139000
0,1,0,2,1,TA,6,Detchd,Unf,118500
0,2,0,3,1,TA,6,Detchd,Unf,145000
1,1,0,3,1,TA,6,Attchd,RFn,164500
0,2,0,2,1,Gd,5,Detchd,Unf,146000
0,2,0,4,1,TA,7,Attchd,Unf,131500
0,1,0,3,1,Gd,7,Attchd,Unf,181900
0,2,1,3,1,Ex,8,Attchd,RFn,253293
0,3,1,3,1,Gd,9,Detchd,Unf,325000
0,1,0,3,1,Gd,6,Detchd,Unf,133000
1,2,0,2,1,Gd,7,Attchd,RFn,369900
1,1,0,2,1,Fa,5,Detchd,Fin,130000
1,1,0,2,1,TA,4,Detchd,Unf,137000
2,1,0,1,1,Ex,5,Attchd,Unf,143000
0,1,0,2,1,TA,4,Detchd,Unf,79500
0,2,1,3,1,Gd,6,Attchd,RFn,185900
1,2,1,3,1,Ex,10,BuiltIn,RFn,451950
1,1,0,2,1,TA,4,Detchd,Fin,138000
1,1,0,1,1,Gd,4,Attchd,Fin,140000
0,1,0,3,1,TA,5,Detchd,Unf,110000
1,2,0,3,1,Gd,7,Attchd,Fin,319000
0,1,0,3,1,TA,7,Detchd,Unf,114504
0,0,2,2,1,Gd,7,Attchd,Fin,194201
1,2,0,3,1,Gd,7,Attchd,Fin,217500
1,2,1,3,1,TA,6,Attchd,Fin,151000
1,2,1,3,1,Ex,8,BuiltIn,Fin,275000
0,1,1,3,1,Gd,6,Detchd,Unf,141000
1,2,1,3,1,Gd,8,Attchd,Fin,220000
0,2,1,2,1,Gd,4,Detchd,RFn,151000
1,2,0,3,1,Gd,6,Attchd,RFn,221000
0,2,1,3,1,TA,7,Attchd,Unf,205000
1,1,0,3,1,Gd,6,Detchd,Unf,152000
1,3,0,3,1,Ex,8,Attchd,Unf,225000
0,2,1,4,1,TA,10,Basment,Unf,359100
1,1,0,3,1,TA,5,Attchd,Unf,118500
1,2,1,3,1,Ex,8,Attchd,Fin,313000
0,2,0,3,1,TA,6,Attchd,Unf,148000
1,2,1,3,1,Ex,7,BuiltIn,RFn,261500
1,1,0,3,1,Gd,6,Attchd,RFn,137500
1,2,1,3,1,Gd,7,Attchd,Fin,183200
0,1,0,2,1,Gd,4,Detchd,Unf,105500
0,2,0,3,1,Gd,9,Attchd,Unf,314813
1,2,1,4,1,Gd,10,Attchd,Fin,305000
0,2,1,4,1,TA,9,Attchd,RFn,240000
0,1,0,3,1,TA,6,Detchd,Unf,135000
0,2,1,2,1,Gd,4,Detchd,Unf,168500
1,1,2,4,1,TA,8,Attchd,RFn,165150
0,1,1,3,1,TA,5,Attchd,Unf,160000
0,1,0,3,1,TA,6,Attchd,RFn,139900
1,1,0,3,1,TA,7,Basment,RFn,153000
0,1,2,5,1,Fa,9,Attchd,Unf,135000
1,1,1,3,1,TA,6,Attchd,RFn,168500
0,1,0,3,1,Ex,8,Detchd,Unf,124000
0,2,0,2,1,Gd,6,Attchd,RFn,209500
0,2,0,3,1,TA,6,Attchd,Fin,82500
0,1,0,3,1,TA,6,Attchd,Unf,139400
2,0,0,0,2,TA,4,Detchd,Unf,144000
0,2,0,3,2,Gd,7,BuiltIn,Unf,93000
1,2,0,1,1,Ex,7,Attchd,Fin,264561
0,1,1,1,1,Ex,6,Attchd,RFn,274000
1,2,1,3,1,Gd,7,Attchd,Fin,226000
1,2,1,4,1,Ex,9,Attchd,Fin,345000
0,2,1,4,1,TA,7,Attchd,Fin,152000
1,2,1,2,1,Ex,7,Attchd,Fin,370878
1,1,1,3,1,TA,5,Detchd,Unf,143250
0,1,0,3,1,TA,5,Attchd,RFn,155000
0,1,1,4,1,TA,7,Attchd,Unf,155000
1,1,0,4,1,TA,7,Detchd,Unf,108000
0,2,1,2,1,Gd,7,Attchd,RFn,191000
0,1,0,3,1,TA,7,Detchd,Unf,135000
1,2,1,2,1,Gd,7,Attchd,Fin,350000
0,1,1,3,1,TA,6,Detchd,Unf,88000
1,1,1,3,1,Gd,5,Attchd,RFn,145500
0,1,1,3,1,TA,6,Attchd,RFn,149000
0,1,0,3,1,TA,6,Attchd,Unf,97500
1,1,0,3,1,TA,7,Detchd,Fin,167000
0,2,1,3,1,TA,7,Attchd,RFn,197900
1,2,1,4,1,Gd,8,Attchd,RFn,402000
1,1,0,2,1,TA,5,Attchd,RFn,110000
1,2,0,3,1,TA,6,Detchd,RFn,137500
1,1,1,1,1,Ex,8,Attchd,Fin,423000
0,2,1,3,1,Gd,7,Attchd,RFn,230500
0,2,1,3,1,TA,7,CarPort,Unf,129000
1,2,0,3,1,Gd,7,Attchd,RFn,193500
1,1,1,3,1,TA,6,Detchd,Unf,168000
0,1,0,2,1,Fa,5,Detchd,Unf,137500
1,2,1,3,1,Gd,7,Attchd,Fin,173500
1,2,0,3,1,TA,6,Detchd,Unf,103600
1,1,1,3,1,TA,6,Attchd,RFn,165000
1,2,0,3,1,Gd,7,Attchd,Fin,257500
1,1,0,3,1,TA,5,Attchd,RFn,140000
0,2,1,3,1,TA,7,Attchd,Unf,148500
1,2,0,4,2,TA,8,2Types,Unf,87000
0,1,0,2,1,Gd,5,Detchd,Unf,109500
0,2,1,3,1,Gd,7,Attchd,Fin,372500
1,1,0,3,1,TA,5,Detchd,Unf,128500
0,2,0,2,1,TA,5,Attchd,RFn,143000
0,1,0,3,1,TA,6,Detchd,Unf,159434
1,1,0,2,1,Gd,6,Attchd,Unf,173000
1,2,0,3,1,Gd,7,Attchd,Fin,285000
0,2,1,4,1,TA,7,Attchd,Fin,221000
1,2,0,3,1,Gd,6,Attchd,Fin,207500
0,3,0,3,1,Gd,7,Attchd,Fin,227875
0,2,1,2,1,Gd,4,Detchd,Unf,148800
1,2,0,2,1,Gd,7,Attchd,RFn,392000
0,2,0,2,1,Gd,6,Attchd,RFn,194700
1,1,0,1,1,Gd,3,Attchd,RFn,141000
0,3,1,4,1,Ex,10,Attchd,Fin,755000
1,2,1,4,1,Gd,9,Attchd,RFn,335000
0,1,0,2,1,TA,4,Detchd,Unf,108480
0,1,1,3,1,TA,5,Detchd,Unf,141500
1,2,0,2,1,Gd,5,Attchd,Unf,176000
0,1,0,2,1,TA,4,Detchd,Unf,89000
0,1,0,2,1,TA,6,Detchd,Unf,123500
1,1,0,3,1,TA,5,Detchd,Unf,138500
0,2,0,2,1,Gd,5,Attchd,RFn,196000
1,2,0,3,1,Gd,7,Attchd,Fin,312500
0,1,1,3,1,TA,6,Attchd,Unf,140000
0,2,1,4,1,Ex,10,BuiltIn,Fin,361919
0,2,0,4,2,Gd,8,Detchd,Unf,140000
1,2,0,3,1,Gd,7,Attchd,RFn,213000
1,2,0,2,1,Gd,5,Attchd,Unf,302000
1,2,0,2,1,Gd,6,Attchd,Fin,254000
0,2,1,3,1,Gd,8,Attchd,Fin,179540
0,1,0,3,1,TA,6,Attchd,Unf,109900
0,1,0,2,1,TA,7,Detchd,RFn,102776
1,2,0,2,1,Gd,5,Attchd,Fin,189000
1,1,0,3,1,TA,6,Detchd,Unf,129000
0,2,1,3,1,Gd,6,Attchd,RFn,130500
0,2,0,3,1,TA,7,Attchd,RFn,165000
0,1,1,3,1,TA,8,Detchd,Unf,159500
0,1,1,3,1,Gd,5,Attchd,Unf,157000
1,2,1,3,1,Gd,9,Attchd,RFn,341000
0,1,1,3,1,TA,5,Attchd,Unf,128500
1,2,0,2,1,Gd,5,Attchd,RFn,275000
1,1,0,1,1,Gd,3,Attchd,RFn,143000
0,1,0,3,1,TA,5,Detchd,Unf,124500
0,2,0,4,1,TA,7,Detchd,Unf,135000
1,2,0,3,1,Ex,8,Attchd,Fin,320000
0,1,0,3,1,Gd,5,Detchd,Unf,120500
1,2,0,3,1,Gd,5,Attchd,Fin,222000
1,2,0,2,1,Gd,6,Attchd,RFn,194500
1,2,0,4,2,TA,9,Detchd,Unf,110000
0,1,0,2,1,TA,5,Detchd,Unf,103000
1,2,0,2,1,Gd,5,Attchd,RFn,236500
1,2,0,3,1,Gd,6,Attchd,Fin,187500
0,2,1,3,1,Gd,8,Attchd,Fin,222500
1,1,0,3,1,TA,6,Attchd,RFn,131400
0,1,0,3,1,TA,6,Attchd,Unf,108000
0,1,1,2,1,TA,6,Detchd,Unf,163000
0,2,1,3,1,Gd,8,Attchd,Fin,239900
0,2,1,3,1,Gd,7,Attchd,RFn,190000
0,2,0,2,1,TA,7,Detchd,Unf,132000
1,1,0,3,1,Gd,5,Detchd,Unf,142000
0,2,0,3,1,TA,6,Attchd,Unf,179000
0,2,0,3,1,TA,6,Attchd,RFn,175000
1,2,0,2,1,Gd,5,Attchd,RFn,180000
0,3,1,4,1,Gd,11,BuiltIn,Fin,299800
0,2,1,4,1,Gd,8,BuiltIn,Fin,236000
0,1,1,4,1,Gd,8,Detchd,Unf,265979
1,2,0,3,1,Gd,7,Attchd,Fin,260400
0,2,1,3,1,Gd,6,Attchd,Fin,162000
1,2,0,3,1,Gd,6,Attchd,RFn,217000
0,2,1,3,1,Ex,8,Attchd,RFn,275500
1,1,0,3,1,Gd,5,Detchd,RFn,156000
0,2,1,3,1,TA,6,Detchd,Unf,172500
0,2,1,3,1,Gd,7,Attchd,RFn,212000
0,2,1,3,1,TA,6,Attchd,Fin,158900
0,2,1,3,1,TA,6,Detchd,Unf,179400
0,2,1,4,1,Gd,9,Attchd,RFn,290000
0,1,0,2,1,TA,5,Detchd,Unf,127500
0,1,0,2,1,Fa,5,Detchd,Unf,100000
0,2,1,3,1,Gd,7,Attchd,Unf,215200
1,2,1,3,1,Gd,8,Attchd,RFn,337000
1,1,1,2,1,Ex,6,Attchd,Fin,270000
0,2,0,2,1,Ex,6,Attchd,Fin,264132
0,2,1,3,1,TA,7,Attchd,Unf,196500
1,2,0,4,1,TA,7,Attchd,Unf,160000
0,2,0,3,1,Gd,8,Attchd,Fin,216837
1,3,1,4,1,Ex,12,BuiltIn,Fin,538000
1,1,0,2,1,TA,5,Detchd,Unf,134900
0,1,0,2,1,TA,6,Detchd,Unf,102000
1,1,0,3,1,TA,6,Detchd,Unf,107000
0,1,0,2,1,TA,5,Attchd,RFn,114500
0,2,0,3,1,Gd,9,Attchd,Fin,395000
1,2,0,2,1,TA,5,Attchd,Fin,162000
0,2,0,3,1,Gd,7,Attchd,RFn,221500
1,1,0,3,1,TA,5,Attchd,Unf,142500
1,1,0,2,1,TA,4,Attchd,Unf,135000
0,2,0,3,1,TA,6,Attchd,Fin,176000
0,2,1,3,1,Gd,7,Attchd,RFn,175900
0,2,0,3,1,Gd,6,Attchd,RFn,187100
1,1,0,1,1,Gd,4,Attchd,Fin,165500
0,2,0,3,1,TA,7,Attchd,Unf,161500
1,2,0,4,1,TA,7,Detchd,Unf,139000
1,2,1,4,1,Gd,8,BuiltIn,RFn,233000
0,1,0,2,1,TA,4,Detchd,Unf,107900
0,2,1,5,1,Gd,9,Attchd,Fin,187500
0,2,0,2,1,Gd,5,Attchd,Fin,160200
1,1,0,3,1,TA,5,Attchd,RFn,146800
1,2,1,3,1,TA,8,Attchd,Unf,269790
0,2,0,3,1,Gd,7,Attchd,Fin,225000
0,2,1,3,1,Gd,7,Attchd,Fin,194500
0,2,1,3,1,TA,7,Attchd,Unf,171000
0,1,1,3,1,TA,7,Attchd,RFn,143500
0,1,0,2,1,TA,4,Attchd,Unf,110000
0,3,1,4,1,Ex,11,BuiltIn,Fin,485000
1,1,1,3,1,Gd,7,Detchd,Unf,175000
1,2,1,4,1,Gd,8,Attchd,RFn,200000
1,1,0,2,1,TA,5,Detchd,Unf,109900
1,2,1,3,1,Gd,7,Attchd,Fin,189000
0,3,1,4,1,Ex,12,BuiltIn,RFn,582933
0,1,0,2,1,TA,5,Attchd,Unf,118000
0,2,0,3,1,Ex,6,Attchd,RFn,227680
0,2,0,3,1,TA,6,Attchd,Fin,135500
2,1,1,3,1,Gd,6,Attchd,RFn,223500
1,1,0,3,1,TA,6,Attchd,RFn,159950
0,2,0,2,3,TA,11,Detchd,Unf,106000
1,1,1,3,1,Gd,5,Attchd,RFn,181000
1,1,0,1,1,Gd,4,Attchd,Fin,144500
0,1,0,2,1,Fa,4,Basment,Unf,55993
0,1,1,4,1,TA,7,Attchd,RFn,157900
0,1,1,3,1,Fa,7,Detchd,Unf,116000
0,2,0,3,1,Gd,6,Attchd,RFn,224900
0,1,0,2,1,TA,4,Attchd,RFn,137000
1,2,0,3,1,Gd,7,Attchd,RFn,271000
1,1,0,3,1,TA,6,Attchd,Unf,155000
1,2,0,2,1,Gd,6,Attchd,RFn,224000
0,2,1,3,1,Gd,6,Attchd,RFn,183000
0,1,0,2,1,TA,4,Detchd,Unf,93000
0,2,1,3,1,Gd,7,BuiltIn,Fin,225000
0,2,0,3,1,TA,7,Detchd,Unf,139500
0,2,0,3,1,Gd,7,Attchd,RFn,232600
1,2,0,2,1,Ex,7,Attchd,Fin,385000
0,2,0,3,1,Gd,6,Attchd,RFn,189000
0,2,1,3,1,TA,7,Attchd,Fin,185000
0,2,1,2,1,Gd,4,Detchd,RFn,147400
1,1,1,3,1,TA,6,Attchd,RFn,166000
0,2,1,2,1,Gd,4,Detchd,RFn,151000
1,2,1,3,1,Gd,7,Attchd,RFn,237000
0,1,1,3,1,TA,6,Attchd,RFn,167000
1,1,0,3,1,TA,6,Attchd,Unf,139950
0,2,0,2,1,Gd,4,Attchd,Unf,128000
1,1,0,2,1,TA,5,Detchd,Unf,153500
1,1,1,2,1,TA,5,Detchd,Unf,100000
0,1,1,3,1,Gd,6,Attchd,Unf,144000
0,1,0,3,1,TA,6,Detchd,Unf,130500
0,2,0,4,1,Fa,7,Detchd,Unf,140000
0,2,0,3,1,Gd,8,Detchd,Unf,157500
1,1,1,3,1,TA,6,Attchd,RFn,174900
0,1,1,4,1,TA,7,Detchd,Unf,153900
1,2,0,3,1,TA,6,Basment,Fin,171000
1,2,1,3,1,Gd,7,Attchd,Unf,213000
1,1,0,3,1,TA,5,Attchd,Unf,133500
0,3,0,5,1,TA,10,Detchd,Unf,240000
0,2,1,3,1,TA,7,Attchd,RFn,187000
1,1,0,1,1,Gd,3,Attchd,Fin,131500
0,2,0,2,1,Gd,7,Attchd,Fin,215000
0,2,0,4,1,TA,7,Detchd,Unf,164000
0,1,1,3,1,TA,7,Attchd,RFn,158000
1,1,1,3,1,TA,6,Attchd,Unf,170000
1,1,1,3,1,TA,6,Detchd,Unf,127000
1,1,0,3,1,TA,5,Detchd,Unf,147000
0,2,1,3,1,TA,6,Attchd,Fin,174000
0,2,0,3,1,TA,6,Attchd,RFn,152000
1,2,1,4,1,Gd,9,Attchd,Unf,250000
0,1,1,3,1,Gd,7,Detchd,Unf,189950
1,1,1,3,1,TA,6,Attchd,Unf,131500
0,2,0,3,1,TA,6,Attchd,Unf,152000
1,1,0,3,1,TA,6,Attchd,Unf,132500
0,2,0,3,1,Gd,6,Attchd,Fin,250580
1,1,0,3,1,TA,5,Detchd,Unf,148500
0,2,0,3,1,Gd,6,Attchd,RFn,248900
1,1,1,3,1,Fa,5,Attchd,RFn,129000
1,2,1,3,1,Gd,8,Attchd,Fin,236000
0,1,0,2,1,TA,5,Detchd,Unf,109500
0,2,1,3,1,Gd,7,Attchd,RFn,200500
0,1,0,3,1,Gd,5,Attchd,Unf,116000
0,1,0,3,1,TA,6,Attchd,Unf,133000
0,1,1,3,1,TA,5,Detchd,Unf,66500
0,2,1,4,1,Ex,11,BuiltIn,Fin,303477
1,1,0,3,1,TA,5,Attchd,Unf,132250
1,2,1,4,1,Ex,10,Attchd,Fin,350000
1,1,0,3,1,Gd,6,Detchd,Unf,148000
1,1,0,3,1,TA,6,Attchd,Unf,136500
1,1,1,2,1,TA,5,Attchd,Fin,157000
0,2,1,3,1,Gd,7,Attchd,RFn,187500
0,2,1,3,1,TA,7,BuiltIn,RFn,178000
1,1,0,5,1,TA,10,Detchd,Unf,118500
0,1,0,3,1,TA,5,Attchd,RFn,100000
1,2,0,2,1,Gd,5,Attchd,Fin,328900
0,2,0,4,2,TA,8,Attchd,Fin,145000
0,1,1,3,1,TA,8,Attchd,Unf,135500
1,2,0,4,1,Gd,8,Attchd,Unf,268000
1,1,0,2,1,TA,6,Attchd,RFn,149500
0,1,0,3,1,TA,6,Detchd,Unf,122900
0,2,1,3,1,TA,7,Attchd,RFn,172500
0,1,0,3,1,TA,6,Attchd,RFn,154500
1,1,0,3,1,TA,6,Attchd,Unf,165000
1,1,1,4,1,TA,8,Attchd,RFn,140000
0,1,0,2,1,TA,6,Detchd,Unf,106500
1,2,1,2,1,Ex,11,Attchd,Fin,611657
0,1,0,3,1,TA,6,Attchd,Unf,135000
0,1,0,2,1,TA,4,Detchd,Unf,110000
1,1,0,2,1,TA,5,Detchd,Unf,153000
0,2,1,3,1,Gd,8,Attchd,Fin,180000
0,2,0,3,1,Gd,7,Attchd,RFn,240000
0,1,0,3,1,TA,6,Attchd,Unf,125500
1,1,0,3,1,TA,6,Attchd,RFn,128000
1,2,0,3,1,Gd,8,Attchd,RFn,255000
0,1,1,3,1,Gd,6,Attchd,Fin,250000
1,1,0,2,1,TA,5,Attchd,Unf,131000
0,2,1,3,1,Gd,8,Attchd,Fin,174000
0,2,0,5,2,TA,12,Detchd,Unf,154300
0,1,1,3,1,Gd,5,Detchd,Unf,143500
0,1,0,3,1,TA,6,Detchd,Unf,88000
0,2,0,4,2,TA,8,2Types,Unf,145000
0,2,1,2,1,Gd,4,Detchd,RFn,173733
0,1,1,3,1,TA,6,Attchd,Unf,75000
1,0,0,1,1,TA,4,Detchd,Unf,35311
0,1,0,3,1,TA,6,Attchd,RFn,135000
1,2,1,4,1,Gd,8,Attchd,RFn,238000
1,1,0,3,1,TA,6,Attchd,Unf,176500
0,2,1,3,1,Gd,7,Attchd,RFn,201000
0,2,0,3,1,Gd,6,Attchd,Fin,169990
1,2,0,2,1,Gd,5,Attchd,RFn,193000
1,2,0,3,1,TA,7,Attchd,Unf,207500
0,2,0,3,1,Ex,6,Attchd,RFn,175000
0,2,1,4,1,Ex,10,BuiltIn,Fin,285000
0,2,1,4,1,TA,9,Attchd,RFn,176000
0,2,0,3,1,Ex,7,Attchd,RFn,236500
0,2,1,4,1,Gd,8,BuiltIn,Fin,222000
0,2,0,3,1,Gd,7,Attchd,Fin,201000
0,1,0,2,1,TA,5,Detchd,Unf,117500
0,2,0,3,1,Ex,8,Attchd,Fin,320000
0,2,0,3,1,Gd,6,Attchd,RFn,190000
1,2,0,4,1,Gd,9,Attchd,RFn,242000
0,1,0,1,1,TA,5,Detchd,Unf,79900
0,2,1,3,1,Gd,8,Attchd,RFn,253000
0,2,1,3,1,Gd,7,Attchd,RFn,239799
0,2,0,4,1,TA,10,Attchd,Unf,244400
0,2,0,4,2,TA,8,Attchd,Unf,150900
1,2,1,3,1,Gd,8,BuiltIn,RFn,214000
0,2,0,4,2,TA,8,Attchd,Unf,143000
0,1,0,3,1,Gd,7,Basment,RFn,137500
0,1,0,2,1,TA,7,Detchd,Unf,124900
1,1,0,3,1,TA,6,Attchd,RFn,143000
1,2,0,3,1,Gd,9,Attchd,Fin,270000
1,1,1,3,1,Gd,5,Attchd,RFn,197500
1,1,0,3,1,Gd,5,Detchd,RFn,129000
1,1,0,3,1,TA,6,Detchd,Unf,119900
0,1,0,2,1,TA,5,Detchd,Fin,133900
0,2,1,4,1,TA,7,Attchd,RFn,172000
0,2,0,4,2,TA,8,Attchd,Unf,145000
0,1,1,2,1,TA,5,Attchd,Fin,124000
0,1,0,3,1,TA,6,Detchd,Fin,132000
1,2,0,3,1,Gd,6,Attchd,RFn,185000
1,2,1,3,1,Gd,6,Detchd,Unf,155000
1,2,1,4,1,TA,11,Attchd,Fin,272000
1,2,1,3,1,Gd,7,Detchd,Unf,155000
0,2,0,2,1,Ex,7,Attchd,Fin,239000
1,2,1,4,1,Gd,8,BuiltIn,Fin,214900
0,2,1,3,1,Gd,8,Attchd,Fin,178900
1,1,1,2,1,TA,7,Detchd,Unf,160000
1,1,0,3,1,TA,6,Attchd,Unf,135000
1,1,0,2,1,TA,6,Attchd,RFn,140000
0,2,0,2,1,Gd,6,BuiltIn,RFn,173000
0,2,0,2,1,TA,5,Attchd,Unf,99500
0,1,0,3,1,Gd,8,Detchd,Unf,167500
1,2,1,3,1,Gd,6,Detchd,Unf,165000
0,1,0,3,1,TA,5,Detchd,Unf,110000
1,1,0,3,1,TA,5,Detchd,Unf,139000
1,1,0,3,1,Ex,6,Attchd,RFn,178400
1,2,1,4,1,Gd,8,Attchd,Fin,336000
0,2,0,2,1,Gd,6,Attchd,Fin,159895
0,2,1,4,1,Gd,9,Attchd,Unf,255900
1,1,0,3,1,TA,5,Detchd,Unf,125000
0,1,0,2,1,Gd,5,Attchd,Unf,117000
1,2,1,3,1,Ex,8,Attchd,Fin,395192
0,2,1,4,1,Gd,8,Attchd,Fin,195000
0,2,1,3,1,Gd,6,Attchd,RFn,197000
1,2,1,3,1,Gd,7,Attchd,Fin,348000
0,1,1,4,1,Gd,8,Attchd,Unf,168000
0,2,1,3,1,Gd,7,Attchd,RFn,187000
0,2,1,3,1,Gd,6,Attchd,RFn,173900
1,2,0,3,1,Ex,7,Attchd,Fin,337500
1,1,1,3,1,TA,5,Detchd,Unf,121600
1,1,0,3,1,TA,6,Attchd,Unf,136500
0,2,0,2,1,TA,6,Attchd,RFn,185000
0,1,0,3,1,TA,6,Detchd,Unf,91000
1,2,0,2,1,Gd,6,Attchd,RFn,206000
0,1,0,2,1,Ex,4,Detchd,Unf,86000
0,2,0,3,1,Gd,7,Attchd,RFn,232000
0,2,0,4,2,TA,8,Detchd,Unf,136905
0,2,0,1,1,Gd,7,Attchd,Fin,181000
0,2,0,3,1,TA,6,Attchd,Unf,149900
0,2,0,3,1,TA,7,Attchd,Unf,163500
0,1,1,3,1,TA,6,Attchd,RFn,88000
0,2,0,3,1,Gd,7,Attchd,Fin,240000
0,2,0,4,1,TA,7,Attchd,Unf,135000
0,1,1,3,1,Gd,7,Detchd,Unf,165000
1,1,0,2,1,TA,4,Detchd,Unf,85000
0,1,0,2,1,TA,5,Detchd,Unf,119200
1,2,1,3,1,Gd,6,Attchd,Fin,227000
1,2,0,3,1,Gd,6,Attchd,Fin,203000
1,1,0,1,1,Gd,4,Attchd,RFn,187500
0,2,1,3,1,Gd,7,Attchd,RFn,160000
0,2,0,2,1,Gd,6,Attchd,Fin,213490
1,1,1,2,1,Gd,5,Attchd,Fin,176000
1,2,0,2,1,Gd,6,Attchd,RFn,194000
0,1,0,2,1,TA,6,Detchd,Unf,87000
0,2,0,2,1,Gd,7,Attchd,Fin,191000
1,2,0,2,1,Gd,10,Attchd,Fin,287000
1,1,0,3,1,TA,5,Detchd,Unf,112500
1,1,0,3,1,TA,6,Attchd,Unf,167500
1,2,0,3,1,Gd,7,Attchd,RFn,293077
1,1,0,3,1,TA,6,Attchd,Unf,105000
0,1,1,3,1,TA,7,Detchd,Unf,118000
1,2,1,5,1,TA,12,Basment,Fin,197000
1,2,1,5,1,Gd,10,Attchd,RFn,310000
1,2,0,3,1,Gd,6,Attchd,Unf,230000
0,1,0,2,1,Fa,5,Basment,Unf,119750
1,2,0,2,1,Ex,6,Attchd,Fin,315500
0,2,1,3,1,Gd,7,BuiltIn,Fin,287000
1,1,0,1,1,TA,3,Attchd,Unf,80000
1,2,0,3,1,TA,8,Attchd,RFn,155000
0,1,1,4,1,Gd,7,Attchd,Unf,173000
1,2,0,1,1,Gd,5,Attchd,RFn,196000
1,2,1,4,1,Gd,10,Attchd,Unf,262280
1,2,1,4,1,Gd,9,Attchd,Fin,278000
0,3,1,4,1,Ex,11,BuiltIn,Fin,556581
0,1,0,3,1,TA,5,Detchd,Unf,145000
0,2,0,3,1,Gd,6,Attchd,Fin,176485
0,2,0,3,1,Gd,6,Attchd,Fin,200141
0,1,1,4,1,TA,9,Attchd,RFn,165000
0,1,0,4,1,TA,7,Basment,Unf,144500
1,2,1,3,1,Gd,7,Attchd,Fin,255000
0,2,0,3,1,TA,7,Attchd,Fin,180000
1,2,0,2,1,Gd,6,Attchd,RFn,185850
0,2,1,3,1,Gd,7,BuiltIn,Fin,248000
1,2,1,3,1,Ex,10,Attchd,Fin,335000
0,1,1,3,1,TA,7,Detchd,Unf,220000
1,2,0,2,1,Gd,6,Attchd,Fin,213500
0,1,0,2,1,TA,6,Detchd,RFn,81000
0,2,0,5,2,TA,10,Detchd,Unf,90000
0,1,0,2,1,Gd,5,Detchd,Unf,110500
0,1,1,3,1,TA,6,Attchd,RFn,154000
1,2,1,3,1,Gd,7,Attchd,RFn,328000
0,2,1,3,1,TA,7,Attchd,RFn,178000
1,1,1,4,1,TA,7,Attchd,RFn,167900
1,2,1,5,1,TA,10,Attchd,Fin,151400
0,1,0,2,1,Gd,4,Detchd,Unf,135000
1,1,0,3,1,TA,6,Attchd,Unf,135000
0,1,1,4,1,TA,8,Attchd,Unf,154000
1,1,0,4,1,TA,7,Detchd,Unf,91500
0,1,1,3,1,TA,6,Attchd,Fin,159500
0,2,0,2,1,Gd,5,Attchd,RFn,194000
0,1,1,3,1,TA,6,Attchd,Unf,219500
0,2,0,3,1,Gd,7,Attchd,Unf,170000
1,1,0,3,1,TA,6,Attchd,Fin,138800
1,1,0,1,1,Gd,3,Attchd,RFn,155900
0,1,0,3,1,TA,5,Attchd,Unf,126000
0,2,0,3,1,Gd,5,Attchd,RFn,145000
1,1,1,3,1,TA,5,Attchd,Fin,133000
0,2,0,3,1,Gd,6,Attchd,RFn,192000
1,1,0,3,1,TA,6,Attchd,RFn,160000
0,2,1,3,1,TA,6,Attchd,Fin,187500
1,1,0,2,1,Gd,5,Attchd,Unf,147000
0,1,1,3,1,TA,6,Attchd,RFn,83500
0,2,1,3,1,Gd,9,Attchd,RFn,252000
0,2,0,3,1,Gd,7,Detchd,Unf,137500
1,1,1,1,1,Gd,4,Attchd,Fin,197000
1,2,1,2,1,Gd,4,Detchd,Unf,160000
0,2,0,4,1,TA,7,Detchd,Unf,136500
1,1,1,1,1,Gd,6,Detchd,Unf,146000
1,1,0,2,1,TA,4,Attchd,Fin,129000
0,2,0,3,1,Gd,6,Attchd,RFn,176432
0,1,1,2,1,Gd,5,Attchd,RFn,170000
0,1,0,3,1,TA,6,Detchd,Unf,128000
0,2,0,3,1,TA,7,Attchd,RFn,157000
